@relation 'FinalSampleData-weka.filters.unsupervised.attribute.Remove-R2-3,6-7,14,16-19,21-22,24-25,28_predicted'

@attribute NMF numeric
@attribute LC numeric
@attribute LC_1 numeric
@attribute NAD numeric
@attribute ' NUC' numeric
@attribute ' AGE' numeric
@attribute ' NMS' numeric
@attribute ' NMD' numeric
@attribute ' Entropy ' numeric
@attribute NDVE numeric
@attribute CFC numeric
@attribute NCC numeric
@attribute NFC numeric
@attribute predicteda2a numeric
@attribute a2a numeric

@data
160,3248,13490,81,26,395,7,55,6.622909,1,0,24,0,91.616641,91.569811
155,3598,13330,85,27,1561,7,51,6.58467,2,0,1088,0,91.610256,91.569811
160,3248,13490,81,26,395,7,55,6.622909,1,3,142,1,91.616641,91.569811
155,3599,13329,85,27,1561,7,51,6.584721,2,0,234,0,91.610256,91.569811
160,3249,13489,81,26,395,7,55,6.622961,1,0,0,0,91.616641,91.569811
155,3599,13329,85,27,1561,7,51,6.584721,2,0,0,0,91.610256,91.569811
167,3562,13986,85,26,381,7,56,6.709607,1,0,0,0,91.436254,91.532303
155,3611,13393,85,27,1557,7,51,6.592853,2,96,6325,53,91.557489,91.566489
160,3217,13597,78,26,395,7,55,6.629879,1,1,119,1,91.406882,91.566489
5,108,116,4,82,290,2,3,1.404913,6,1,31,0,96.748995,96.238115
1,11,43,0,7,251,1,1,0,5,?,?,?,99.59164,97.67685
3,9,43,1,10,890,2,3,1.365201,3,?,?,?,97.598859,95.651612
6,402,590,5,73,143,2,3,1.819861,1,?,?,?,97.339445,96.551079
34,392,392,34,1,0,1,7,2.723194,1,?,?,?,94.716676,95.131664
5,25,37,3,18,780,2,4,2.039801,3,?,?,?,97.239766,95.479974
7,158,650,0,124,529,1,7,1.945498,2,?,?,?,95.759819,94.7189
4,177,185,2,11,456,3,4,0.866084,1,?,?,?,95.545742,94.268807
23,1911,2027,17,28,209,2,10,3.967663,1,?,?,?,95.801786,97.243964
31,15,1295,0,87,64,1,4,4.147865,1,?,?,?,94.904553,94.678182
280,28,5250,0,86,207,4,90,7.104123,1,?,?,?,90.953024,94.623813
38,110,1042,2,127,824,2,23,4.661556,2,?,?,?,94.652439,95.160918
334,39,7085,5,126,592,5,116,7.425499,10,?,?,?,92.908976,93.003398
349,113,7357,5,127,242,5,123,7.49577,10,?,?,?,93.203562,92.988575
353,19,7435,4,126,584,5,127,7.513755,10,?,?,?,92.810819,92.988575
357,166,7606,8,127,253,5,129,7.5335,10,?,?,?,93.270143,92.97502
365,41,7785,6,126,534,5,132,7.554993,10,?,?,?,93.306675,92.969431
41,632,956,17,89,0,1,5,4.869776,1,?,?,?,95.339528,96.917161
122,11304,12594,64,90,977,1,7,6.443133,1,?,?,?,93.141441,95.321077
453,10445,20461,96,127,290,5,135,7.72905,10,?,?,?,93.728118,93.527712
452,10669,20509,89,126,643,5,135,7.727163,10,?,?,?,93.728413,93.594693
454,10405,20505,96,127,288,5,136,7.730321,10,?,?,?,93.728118,93.594693
453,10542,20700,89,126,640,5,136,7.725814,10,?,?,?,93.728413,93.594693
457,10394,20828,96,127,293,5,137,7.742573,10,?,?,?,93.728118,93.577457
459,10757,21103,92,126,628,5,139,7.759814,10,?,?,?,93.728413,93.558721
462,10500,21140,100,127,291,6,141,7.768104,10,?,?,?,93.728118,93.558721
458,10588,20976,89,126,634,6,139,7.748469,10,?,?,?,93.728413,93.269705
462,10333,21015,97,127,291,6,142,7.757868,10,?,?,?,93.667727,93.269705
461,10599,21029,89,126,629,6,142,7.755957,10,?,?,?,93.728413,93.269705
466,10332,21068,97,127,287,6,145,7.765166,10,?,?,?,93.667727,93.269705
16,48,528,4,128,484,2,9,2.619859,6,?,?,?,94.49909,93.860013
481,10752,21764,90,126,606,6,147,7.810608,10,?,?,?,93.741844,94.037149
483,10505,21787,105,128,287,6,148,7.818325,10,?,?,?,93.741729,94.037149
492,11056,22182,94,126,599,7,155,7.851115,10,?,?,?,93.776741,94.00663
492,10595,21995,105,128,287,7,153,7.843488,10,?,?,?,93.776514,94.024022
491,10861,22015,92,126,595,7,153,7.841225,10,?,?,?,93.776741,94.024022
493,10813,22217,106,128,289,7,154,7.846002,10,?,?,?,93.776514,94.024022
492,10862,22020,91,126,595,7,153,7.842315,10,?,?,?,93.776741,94.024022
493,10596,22000,104,128,287,7,153,7.844578,10,?,?,?,93.776514,94.024022
493,10869,22045,92,126,592,7,153,7.844149,10,?,?,?,93.776741,94.024022
493,10688,22162,103,129,287,7,153,7.854098,10,?,?,?,93.776514,94.024022
492,10954,22182,89,126,592,7,153,7.851852,10,?,?,?,93.753213,94.024022
494,10727,22203,104,129,292,7,154,7.858937,10,?,?,?,93.776514,94.024022
492,10954,22182,92,126,592,7,153,7.851852,10,?,?,?,93.776741,94.024022
493,10679,22181,103,129,292,7,153,7.856034,10,?,?,?,93.776514,94.024022
492,10945,22201,92,126,592,7,153,7.853789,10,?,?,?,93.776741,94.024022
495,10746,22250,104,129,291,7,155,7.864478,10,?,?,?,93.776514,93.894557
494,11012,22270,93,126,586,7,155,7.862236,10,?,?,?,93.776741,93.894557
496,10746,22256,104,129,291,7,156,7.865943,10,?,?,?,93.776514,93.894557
494,11012,22270,93,126,586,7,155,7.862236,10,?,?,?,93.776741,93.894557
495,10801,22375,104,129,289,7,155,7.868645,10,?,?,?,93.776976,93.870587
497,11071,22449,93,126,583,7,155,7.876589,10,?,?,?,93.777204,93.870587
498,10806,22400,105,129,288,7,155,7.878319,10,?,?,?,93.776976,93.870587
499,11105,22461,93,126,580,7,156,7.880934,10,?,?,?,93.777204,93.870587
500,10873,22475,105,129,286,7,156,7.886506,10,?,?,?,93.776976,93.870587
499,11105,22461,93,126,580,7,156,7.880934,10,?,?,?,93.777204,93.870587
502,11016,22618,107,129,285,7,158,7.894013,10,?,?,?,93.765514,93.855188
499,11105,22461,93,126,580,7,156,7.880934,10,?,?,?,93.777204,93.872597
501,10917,22521,106,129,286,7,157,7.889295,10,?,?,?,93.776976,93.863361
508,11751,23329,94,126,558,7,159,7.925681,10,?,?,?,93.651516,93.849382
509,11486,23310,107,129,286,7,159,7.927715,11,?,?,?,93.731571,93.849382
519,11851,23491,95,126,493,7,163,7.946782,2,?,?,?,93.129226,93.853412
521,11646,23556,109,130,292,7,163,7.95262,3,?,?,?,92.768317,92.6095
520,11912,23576,95,126,492,7,163,7.950489,2,?,?,?,92.753508,92.613041
521,11648,23566,109,130,292,7,163,7.95241,3,?,?,?,92.768317,92.613041
523,11927,23635,95,126,492,7,166,7.955466,2,?,?,?,92.696943,92.613041
527,12048,24014,112,130,285,7,169,7.959198,3,?,?,?,92.68681,92.59876
524,11927,23647,95,126,491,7,167,7.957715,2,?,?,?,92.684381,92.615318
526,11745,23749,110,130,285,7,167,7.966209,3,?,?,?,92.741714,92.60883
530,12230,24104,95,126,491,7,170,7.98576,2,?,?,?,92.684381,92.602198
534,12230,24358,114,131,289,7,170,7.995672,3,?,?,?,92.67399,92.593393
535,12536,24418,96,126,485,7,171,7.999103,2,?,?,?,92.670136,92.587676
539,12247,24399,115,132,283,7,171,8.003686,3,?,?,?,92.67399,92.587676
538,12535,24449,96,126,483,7,171,8.002251,2,?,?,?,92.670136,92.587676
540,12231,24417,115,132,283,7,172,8.003901,3,?,?,?,92.67399,92.587676
543,12988,24944,97,126,478,7,172,8.029147,2,?,?,?,92.67772,92.575542
543,12640,24974,118,132,282,7,172,8.026629,3,?,?,?,92.690976,92.575542
574,12358,27002,110,126,456,7,183,8.081647,2,?,?,?,92.835882,92.622281
575,11804,26894,127,134,258,7,184,8.076853,3,?,?,?,92.871825,92.622281
4,186,244,1,14,263,1,3,1.535398,1,?,?,?,96.815767,95.822123
585,12419,28279,108,126,449,7,188,8.102473,2,?,?,?,93.374775,93.552545
6,1020,1072,5,2,0,1,2,2.296086,1,?,?,?,96.438098,96.425447
589,10832,29172,134,136,267,7,188,8.094715,3,?,?,?,93.886785,94.009983
589,11399,29299,113,126,441,7,188,8.101666,2,?,?,?,93.647513,94.009983
592,11085,29537,135,137,268,7,188,8.085191,3,?,?,?,93.851256,94.009983
597,11126,30148,118,126,437,7,191,8.115309,2,?,?,?,93.759716,93.972341
597,10604,30034,139,138,262,7,190,8.111075,3,?,?,?,93.792915,93.972341
597,11098,30288,118,126,437,7,191,8.116145,2,?,?,?,93.759716,93.972341
599,10451,30541,136,139,251,7,190,8.109593,3,?,?,?,93.808929,93.98392
600,11011,30895,118,126,432,7,191,8.107195,2,?,?,?,93.69613,93.98392
600,10579,30851,139,141,252,7,190,8.098119,3,?,?,?,93.731854,93.98392
2,51,55,1,11,89,2,2,0.988284,3,?,?,?,96.444662,95.063045
604,11188,31086,118,126,431,7,193,8.11472,2,?,?,?,91.319726,91.243116
604,10689,30985,139,142,251,7,192,8.111223,3,?,?,?,91.40067,91.243116
610,11164,31654,121,126,427,7,197,8.134792,2,?,?,?,90.880775,91.227068
612,10764,31686,143,143,257,7,197,8.135049,3,?,?,?,90.845296,91.227068
3,220,234,1,14,83,1,1,0.56171,1,?,?,?,95.128467,92.592109
616,11185,32383,123,126,425,7,198,8.145939,2,?,?,?,90.844151,91.244962
616,10697,32291,146,143,253,7,197,8.141401,3,?,?,?,90.826828,91.244962
616,11338,32744,123,126,425,7,198,8.146753,2,?,?,?,90.837621,91.230651
616,10827,32627,145,143,253,7,197,8.141382,3,?,?,?,90.829826,91.230651
617,11136,32956,124,126,425,7,198,8.148729,2,?,?,?,90.837621,91.229642
617,10622,32838,146,144,253,7,197,8.142455,3,?,?,?,90.826828,91.229642
617,11144,32950,124,126,425,7,198,8.148655,2,?,?,?,90.837621,91.229642
620,10308,33206,147,144,251,7,198,8.152876,3,?,?,?,90.765111,91.227284
619,10795,33299,126,126,424,7,198,8.156086,2,?,?,?,90.830543,91.227284
619,10279,33203,148,144,251,7,197,8.151654,3,?,?,?,90.741484,91.227284
619,10795,33299,126,126,424,7,198,8.156086,2,?,?,?,90.830543,91.227284
3,548,548,3,3,1,1,2,0.993652,1,?,?,?,95.490084,94.413027
621,9762,33764,146,144,248,7,197,8.154783,3,?,?,?,90.699564,90.542367
621,10276,33884,128,126,423,7,198,8.160852,2,?,?,?,90.713368,90.542367
621,9769,33783,150,146,248,7,197,8.154664,3,?,?,?,90.650119,90.542367
623,9262,34966,130,126,422,7,198,8.139659,2,?,?,?,90.698437,90.534368
623,8749,34847,152,146,246,7,197,8.133572,3,?,?,?,90.616246,90.534368
628,9287,35133,130,126,424,7,198,8.153173,2,?,?,?,90.705391,90.534368
635,8967,35279,154,147,244,7,197,8.166038,3,?,?,?,90.559065,90.522134
636,9481,35401,132,126,418,7,198,8.172585,2,?,?,?,90.873698,90.522134
639,8998,35888,155,147,240,7,198,8.150805,3,?,?,?,90.570753,90.522134
647,9366,36550,134,126,405,7,203,8.167193,2,?,?,?,90.698437,90.512626
647,8854,36460,157,147,246,7,202,8.160027,3,?,?,?,90.563616,90.512626
647,9406,36586,134,126,404,7,203,8.166548,2,?,?,?,90.698437,90.512626
648,8863,36469,158,147,245,7,202,8.161327,3,?,?,?,90.563616,90.512626
655,8384,37948,136,126,405,7,204,8.104838,2,?,?,?,90.678537,90.512626
659,7751,38241,164,148,246,7,204,8.116906,3,?,?,?,90.551622,90.505799
659,8069,38601,138,126,405,7,205,8.105897,2,?,?,?,90.643654,90.505799
663,7265,38901,161,148,247,7,205,8.093145,3,?,?,?,90.594719,90.497946
664,7899,39165,137,126,403,7,206,8.102187,2,?,?,?,90.643654,90.497946
665,7333,39115,165,148,245,7,205,8.100762,3,?,?,?,90.526989,90.493053
670,8088,39608,139,126,400,7,207,8.128676,2,?,?,?,90.633946,90.469621
669,7479,39319,166,150,242,7,206,8.114747,3,?,?,?,90.529503,90.481214
673,7235,40269,142,126,399,7,208,8.127333,2,?,?,?,90.606036,90.484555
673,6683,40143,169,150,240,7,207,8.121063,3,?,?,?,90.528399,90.484555
673,7235,40269,142,126,399,7,208,8.127333,2,?,?,?,90.606036,90.484555
674,6732,40478,168,151,240,7,207,8.121613,3,?,?,?,90.528399,90.484555
674,7284,40604,142,126,399,7,208,8.127866,2,?,?,?,90.606036,90.485584
675,6735,40517,168,153,238,7,208,8.122942,3,?,?,?,89.867705,90.485584
679,7489,40891,143,126,394,7,211,8.144716,2,?,?,?,90.602688,90.154451
679,6938,40768,171,154,242,7,210,8.138927,3,?,?,?,90.521517,90.154451
679,7484,40900,144,126,394,7,211,8.144995,2,?,?,?,90.602688,90.154451
681,7085,40953,172,154,241,7,210,8.147807,3,?,?,?,90.560763,90.154451
679,8048,40710,142,126,394,7,211,8.150513,2,?,?,?,90.623277,90.161295
680,7240,40852,169,154,241,7,210,8.146867,3,?,?,?,90.521517,90.156374
680,7792,40978,143,126,394,7,211,8.153026,2,?,?,?,90.623277,90.156374
680,7256,40868,171,154,241,7,210,8.148381,3,?,?,?,90.521517,90.156374
8,23,79,1,155,76,1,5,2.738517,1,?,?,?,98.078559,97.431328
2,90,90,2,11,257,1,2,0.721928,1,?,?,?,95.930353,93.854905
690,8196,41782,141,126,393,7,211,8.175831,2,?,?,?,92.356159,92.631579
690,7660,41676,173,157,245,7,210,8.168929,3,?,?,?,91.898783,92.631579
690,8194,41822,143,126,393,7,211,8.175383,2,?,?,?,92.356159,92.631579
806,7290,42050,172,157,547,7,248,8.224906,3,?,?,?,92.081503,92.631579
11,84,130,3,158,25,1,7,3.143323,2,?,?,?,96.425891,94.918299
811,7934,42306,257,126,442,7,251,8.233514,2,?,?,?,91.957899,91.389414
833,6980,45094,187,158,524,7,251,8.284342,3,?,?,?,91.897685,91.283615
821,6834,43716,262,126,424,7,253,8.243122,2,?,?,?,91.959227,91.987772
822,5793,44101,176,158,532,7,252,8.235153,3,?,?,?,91.975055,91.987772
822,6342,44222,263,126,420,7,253,8.240732,2,?,?,?,91.962354,91.987772
822,5790,44098,180,158,532,7,252,8.23483,3,?,?,?,91.941886,91.987772
113,9115,9115,113,2,0,3,36,6.457396,1,?,?,?,84.23373,96.80161
4,233,307,2,18,134,2,2,1.142829,1,?,?,?,96.991375,95.999739
957,15521,54655,380,126,357,9,300,8.629356,2,?,?,?,91.934663,91.379014
958,15582,54708,314,159,467,9,301,8.632293,3,?,?,?,91.902412,91.379014
960,14703,55599,398,126,352,9,301,8.627491,2,?,?,?,91.965517,91.817528
962,14733,55621,317,159,471,9,301,8.63,3,?,?,?,91.922107,91.455483
4,51,165,2,4,3823,1,1,1.933967,3,?,?,?,95.866096,94.500116
968,14682,55816,400,126,352,9,303,8.640877,2,?,?,?,92.078774,92.45525
969,14791,55913,320,159,482,9,303,8.644259,3,?,?,?,92.071762,92.44998
989,14820,56156,401,126,357,9,315,8.652436,2,?,?,?,92.105696,92.443634
991,14592,56388,319,159,498,9,316,8.654292,3,?,?,?,92.120478,92.443634
991,14593,56395,401,126,357,9,316,8.654422,2,?,?,?,92.1122,92.443634
991,14592,56382,320,159,498,9,316,8.654412,3,?,?,?,92.120478,92.443634
425,1131,32055,127,103,566,4,101,7.448454,2,?,?,?,91.272152,93.635539
37,5481,5481,37,1,0,1,10,4.578725,1,?,?,?,94.300695,95.532834
3,160,174,1,7,435,1,2,1.44033,2,?,?,?,97.788756,97.471555
17,940,1280,6,32,593,1,8,3.240671,4,?,?,?,93.816947,93.200985
13,360,420,5,14,378,1,7,3.48789,1,?,?,?,96.210657,96.380523
171,99,3015,44,69,862,7,81,4.679848,3,?,?,?,92.375346,92.912257
8,63,241,1,33,403,1,4,2.052843,2,?,?,?,95.214271,93.9703
3,402,402,3,7,1187,1,1,1.375611,3,?,?,?,96.171341,94.884479
1,0,2,0,17,3,1,1,0,3,?,?,?,99.148391,95.786318
6,81,173,2,75,214,1,6,1.740821,8,?,?,?,97.159578,96.637168
32,460,552,7,120,296,3,13,3.600971,1,?,?,?,92.360071,91.065254
64,649,1083,9,170,174,4,37,4.630127,1,?,?,?,91.906282,91.360691
64,648,1092,17,171,245,4,37,4.640951,1,?,?,?,91.973882,91.360691
9,816,1376,5,16,119,1,5,2.806183,1,?,?,?,92.705132,91.149416
20,4632,6916,9,42,230,1,11,3.80512,1,?,?,?,92.758802,91.180863
2,67,67,2,9,218,1,1,0.953048,1,?,?,?,96.284085,94.831839
2,111,159,0,2,1906,1,2,0.260452,1,?,?,?,94.82997,90.945867
3,34,38,1,8,1893,1,2,0.953014,2,?,?,?,95.525516,92.878367
23,1410,1414,4,99,873,2,8,3.407482,4,?,?,?,93.892672,92.448973
14,479,507,13,14,176,2,14,3.557209,1,?,?,?,94.720388,93.64814
5,3,11,1,7,2741,1,1,2.299896,2,?,?,?,97.030397,94.98981
3,168,200,1,15,44,1,2,1.040252,6,?,?,?,95.93187,94.979108
6,201,219,4,4,140,1,4,1.613215,1,?,?,?,95.686581,94.982811
10,713,717,7,10,1234,1,5,2.925214,2,?,?,?,95.178537,94.968168
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,1,83,1,99.885298,100
1,91,97,0,20,62,1,1,0,3,8,123,2,99.851115,100
0,0,0,0,0,0,0,0,0,0,3,254,2,99.887988,100
4,112,112,4,1,0,1,1,1.780377,1,?,?,?,98.891633,99.821464
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
3,52,132,1,20,52,1,3,1.530926,1,?,?,?,99.049904,99.488678
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
2,5,17,0,29,1168,1,2,0.522559,3,?,?,?,99.920817,100
1,0,2,0,4,105,1,1,0,1,?,?,?,99.96345,100
0,0,0,0,0,0,0,0,0,0,17,902,4,99.888484,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,313,675,0,6,141,1,1,0,1,?,?,?,99.113712,98.836127
0,0,0,0,0,0,0,0,0,0,16,311,5,99.888478,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,8,14,0,13,317,1,1,0,5,?,?,?,99.964674,100
3,85,85,3,1,0,1,1,1.499539,1,?,?,?,98.980608,99.767981
0,0,0,0,0,0,0,0,0,0,1,152,1,99.88522,100
1,0,4,0,35,12,1,1,0,8,?,?,?,99.973747,100
2,1,3,0,23,212,1,2,0.918296,8,?,?,?,99.961995,100
1,9,9,1,59,0,1,1,0,4,0,0,0,99.968927,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,20,22,0,6,0,1,1,0,1,11,975,5,99.824087,100
3,1,73,0,21,8,1,2,0.550305,7,?,?,?,99.513884,99.51024
0,0,0,0,0,0,0,0,0,0,1,21,0,99.887657,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,40,2721,26,99.888725,100
39,2327,4459,22,317,62,1,11,4.344773,1,?,?,?,96.377396,98.097137
1,1,1,1,6,44,1,1,0,3,?,?,?,99.938971,100
5,5,175,0,12,59,1,3,1.590683,4,2,119,1,99.803681,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
5,46,88,4,57,19,1,4,1.848442,1,0,13,0,99.296865,100
1,3,3,1,6,122,1,1,0,1,0,31,0,99.954395,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,16,18,0,77,0,1,1,0,10,?,?,?,99.867471,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,2,2,1,2,72,1,1,0,1,22,935,11,99.962301,100
1,10,20,0,327,1,1,1,0,25,?,?,?,99.972186,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,11,99,0,193,24,1,1,0,17,?,?,?,99.932299,100
1,32,38,0,8,24,1,1,0,2,?,?,?,99.699868,100
1,2,8,0,5,400,1,1,0,2,?,?,?,99.961053,100
1,16,18,0,139,65,1,1,0,3,0,2,0,99.973264,100
2,10,10,2,7,24,1,2,0.970951,1,2,100,3,99.8579,100
2,3,7,1,202,169,1,2,0.985228,4,?,?,?,99.844904,100
0,0,0,0,0,0,0,0,0,0,0,0,0,99.84862,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
8,14,74,0,176,420,1,5,2.635644,3,?,?,?,99.097645,100
4,1618,2396,1,74,0,1,2,1.169688,4,?,?,?,98.065217,99.93932
0,0,0,0,0,0,0,0,0,0,12,235,5,99.888478,100
1,1,1,0,394,92,1,1,0,27,?,?,?,99.917955,100
1,18,18,1,30,0,1,1,0,9,?,?,?,99.96667,100
1,0,2,0,14,0,1,1,0,1,0,0,0,99.9735,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
2,4,4,0,71,0,1,2,1,3,0,0,0,99.737331,100
2,25,63,1,165,5,1,2,0.276195,3,2,49,1,99.929994,100
1,28,1872,0,216,22,1,1,0,19,?,?,?,98.901695,100
1,5,5,1,184,3,1,1,0,3,?,?,?,99.857295,100
1,6,20,0,2,0,1,1,0,2,?,?,?,99.935274,100
1,0,2,0,16,588,1,1,0,3,?,?,?,99.968153,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,1,1,1,19,14,1,1,0,3,29,1075,7,99.967101,100
1,28,44,0,34,786,1,1,0,11,?,?,?,99.583482,100
1,24,24,1,146,27,1,1,0,13,?,?,?,99.968986,100
3,41,43,2,26,3,1,2,1.102986,3,?,?,?,99.162183,100
3,91,147,1,93,88,1,2,0.699067,11,?,?,?,99.545781,100
2,73,73,2,1,0,1,2,0.950567,1,?,?,?,98.385263,99.143673
1,2,2,0,66,17,1,1,0,16,?,?,?,99.677319,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,2,8,0,36,0,1,1,0,10,?,?,?,99.930009,100
1,4,4,1,10,458,1,1,0,4,?,?,?,99.95959,100
1,25,85,0,41,53,1,1,0,3,0,0,0,99.961851,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
2,41,111,0,13,150,1,1,0.130163,4,?,?,?,99.841132,100
8,0,0,8,1,0,1,1,0,1,?,?,?,99.015488,99.43958
0,0,0,0,0,0,0,0,0,0,2,68,1,99.887307,100
3,27,33,1,169,7,1,2,1.027084,10,?,?,?,99.799158,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,6,8,0,4,1278,1,1,0,1,?,?,?,99.948996,100
4,22,50,0,164,0,1,1,1.862387,10,?,?,?,99.147728,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,204,218,0,6,0,1,1,0,3,?,?,?,99.65523,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,4,8,0,3,1269,1,1,0,1,?,?,?,99.935955,100
1,7,19,0,152,50,1,1,0,13,?,?,?,99.975278,100
1,13,19,0,139,3,1,1,0,13,?,?,?,99.976561,100
1,0,2,0,2,311,1,1,0,2,?,?,?,99.963604,99.270738
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,63,63,1,1,0,1,1,0,1,?,?,?,99.499091,99.938386
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,4,4,1,4,41,1,1,0,1,?,?,?,99.951287,100
1,65,65,1,1,0,1,1,0,1,0,0,0,99.747994,99.546338
1,8,42,0,9,21,1,1,0,4,?,?,?,99.928338,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
3,1,17,0,106,54,1,2,1.33282,7,?,?,?,99.791742,100
1,3,3,1,6,658,1,1,0,4,?,?,?,99.957802,100
3,0,34,0,7,24,1,1,1.289609,3,?,?,?,99.563295,100
1,45,45,1,445,0,1,1,0,28,?,?,?,99.919948,100
1,1,3,0,71,22,1,1,0,10,?,?,?,99.973483,100
2,2,8,0,330,23,1,2,0.811278,1,?,?,?,99.766067,100
3,17,45,1,203,436,1,2,1.214509,3,?,?,?,99.267849,100
2,40,108,0,214,4,1,2,0.710677,19,?,?,?,99.650372,99.925816
4,58,288,0,11,2025,1,2,1.628539,2,?,?,?,98.757027,99.962936
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,0,2,0,3,0,1,1,0,1,?,?,?,99.967787,100
3,26,26,3,30,177,1,2,1.104791,4,?,?,?,99.882406,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,21,43,0,17,44,1,1,0,4,?,?,?,99.945258,100
1,214,218,0,13,0,1,1,0,7,?,?,?,99.829955,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,3,9,0,8,883,1,1,0,5,?,?,?,99.963195,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,3,3,1,92,14,1,1,0,10,?,?,?,99.973513,100
1,114,114,1,1,0,1,1,0,1,?,?,?,99.275747,99.829758
2,39,123,0,16,8,1,2,0.744116,1,182,2556,4,99.289739,100
8,32,84,1,55,217,1,5,2.698632,2,?,?,?,99.150675,100
0,0,0,0,0,0,0,0,0,0,8,345,3,99.888478,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,9,9,1,2,5,1,1,0,1,8,213,3,99.950379,100
1,2,4,0,2,0,1,1,0,1,?,?,?,99.883961,100
0,0,0,0,0,0,0,0,0,0,2,274,1,99.487602,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,0,10,0,99.888693,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,2,6,0,3,910,1,1,0,2,?,?,?,99.960682,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,3,3,1,23,12,1,1,0,7,?,?,?,99.966302,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
2,38,118,0,5,22,1,1,0.866301,1,?,?,?,99.42244,99.784576
1,8,56,0,112,10,1,1,0,15,?,?,?,99.878036,100
1,64,176,0,14,385,1,1,0,5,?,?,?,99.875089,100
1,4,4,0,11,20,1,1,0,4,?,?,?,99.933313,100
1,4,4,0,10,0,1,1,0,2,6,186,0,99.968275,100
0,0,0,0,0,0,0,0,0,0,4,136,2,99.887703,100
1,1,1,1,107,0,1,1,0,10,?,?,?,99.97947,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
1,17,17,1,3,0,1,1,0,1,0,0,0,99.940065,100
1,3,3,1,17,1,1,1,0,5,?,?,?,99.92276,100
4,189,203,2,20,38,1,2,1.891488,4,?,?,?,97.903793,99.796403
2,22,60,0,5,0,1,1,0.650022,1,?,?,?,99.639608,100
0,0,0,0,0,0,0,0,0,0,0,3,0,99.88878,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,?,?,?,99.859594,100
0,0,0,0,0,0,0,0,0,0,5,539,4,99.88832,100
1,1,1,0,394,92,1,1,0,27,?,?,?,99.917955,100
1,1,1,0,2,216,1,1,0,2,?,?,?,99.96465,100
